4564
ENST00000608634	18126706	18146553	18131730	1	3	1140
ENST00000215794	18149898	18177396	18146553	1	11	1143
ENST00000434390	18178037	18205914	18177396	2	9	1154
ENST00000617623	18340144	18345898	18205914	1	7	1163
ENST00000619172	18361822	18386596	18345898	2	12	1170
ENST00000618517	18361829	18386525	18386596	2	9	1182
ENST00000613790	18370584	18386479	18386596	2	8	1191
ENST00000615974	18370665	18391104	18386596	2	9	1199
ENST00000622906	18374105	18375688	18391104	1	2	1208
ENST00000612861	18400406	18404205	18391104	2	1	1210
ENST00000614584	18486998	18488581	18404205	2	2	1211
ENST00000615181	18487125	18489904	18488581	1	3	1213
ENST00000624459	18487138	18500582	18489904	1	5	1216
ENST00000620909	18487868	18491246	18500582	2	2	1221
ENST00000624001	18489202	18490144	18500582	1	2	1223
ENST00000621762	18501793	18512186	18500582	2	2	1225
ENST00000619998	18516343	18518160	18512186	2	6	1227
ENST00000618466	18524619	18524934	18518160	1	1	1233
ENST00000359859	18527156	18527625	18524934	1	1	1234
ENST00000612978	18527801	18530458	18527625	1	9	1235
ENST00000614395	18527801	18530570	18530458	1	5	1244
ENST00000620199	18528946	18530221	18530570	1	5	1249
ENST00000613577	18529041	18530177	18530570	1	6	1254
ENST00000621725	18529065	18530203	18530570	1	4	1260
ENST00000618859	18529408	18530572	18530570	1	4	1264
ENST00000613597	18529809	18530458	18530572	1	4	1268
ENST00000610959	18533645	18537790	18530572	2	3	1272
ENST00000619742	18533656	18537864	18537790	2	4	1275
ENST00000617243	18533656	18548352	18537864	2	14	1279
ENST00000618794	18533670	18548827	18548352	2	15	1293
ENST00000612579	18534004	18548797	18548827	2	16	1308
ENST00000612500	18538022	18574699	18548827	2	13	1324
ENST00000611748	18538055	18577967	18574699	2	13	1337
ENST00000616531	18548010	18548769	18577967	2	2	1350
ENST00000614296	18605354	18605496	18577967	1	1	1352
ENST00000410698	18605801	18606101	18605496	2	1	1353
ENST00000619918	18605814	18611918	18606101	2	1	1354
ENST00000611762	18615580	18615899	18611918	1	1	1355
ENST00000611186	18623338	18625288	18615899	2	4	1356
ENST00000611168	18636444	18638404	18625288	2	5	1360
ENST00000611403	18650022	18653616	18638404	2	1	1365
ENST00000619065	18715814	18719340	18653616	1	1	1366
ENST00000342888	18733913	18757893	18719340	1	9	1367
ENST00000611876	18756347	18757905	18757893	1	1	1376
ENST00000412448	18773664	18805478	18757905	2	15	1377
ENST00000453783	18773824	18791222	18805478	2	12	1392
ENST00000437537	18794413	18794803	18805478	2	1	1404
ENST00000445651	18794530	18843398	18805478	2	2	1405
ENST00000430306	18794597	18825000	18843398	2	2	1407
ENST00000428850	18833693	18834437	18843398	1	1	1409
ENST00000419447	18846810	18856683	18843398	1	5	1410
ENST00000342005	18846931	18848319	18856683	1	1	1415
ENST00000412938	18850117	18861048	18856683	1	6	1416
ENST00000416498	18852875	18854932	18861048	1	3	1422
ENST00000511549	18855620	18858639	18861048	2	4	1425
ENST00000614596	18873542	18894406	18861048	2	8	1429
ENST00000623570	18883501	18884681	18894406	2	1	1437
ENST00000413981	18906027	18912087	18894406	1	5	1438
ENST00000331444	18906222	18912087	18912087	1	5	1443
ENST00000483718	18906324	18914237	18912087	1	5	1448
ENST00000427407	18906350	18912081	18914237	1	6	1453
ENST00000608842	18906352	18908268	18914237	1	2	1459
ENST00000480608	18906354	18912086	18914237	1	5	1461
ENST00000477156	18906780	18910388	18914237	1	2	1466
ENST00000436645	18908662	18912077	18914237	1	4	1468
ENST00000610940	18912776	18936552	18914237	2	15	1472
ENST00000491604	18912780	18936294	18936552	2	13	1487
ENST00000420436	18912780	18936295	18936552	2	14	1500
ENST00000313755	18912781	18921573	18936552	2	6	1514
ENST00000429300	18912781	18924001	18936552	2	9	1520
ENST00000482858	18912781	18936141	18936552	2	11	1529
ENST00000334029	18912781	18936450	18936552	2	14	1540
ENST00000357068	18912781	18936552	18936552	2	14	1554
ENST00000609229	18914529	18921553	18936552	2	3	1568
ENST00000446371	18919555	18921538	18936552	2	2	1571
ENST00000438924	18921380	18936141	18936552	2	6	1573
ENST00000399694	18922245	18923309	18936552	2	3	1579
ENST00000450579	18922371	18934827	18936552	2	7	1582
ENST00000457083	18922879	18936265	18936552	2	4	1589
ENST00000496625	18924724	18931109	18936552	2	3	1593
ENST00000623496	18945122	18946970	18936552	1	2	1596
ENST00000624224	18951933	18959511	18946970	2	1	1598
ENST00000438934	18970513	18994627	18959511	1	5	1599
ENST00000440005	18970524	19031241	18994627	1	6	1604
ENST00000421572	18970582	18990882	19031241	1	4	1610
ENST00000636418	18980694	18981324	19031241	2	2	1614
ENST00000399539	18985835	18994500	19031241	1	5	1616
ENST00000604539	18997137	18997594	19031241	2	1	1621
ENST00000424407	18998273	19014785	19031241	1	5	1622
ENST00000637415	19014352	19014505	19031241	1	1	1627
ENST00000609630	19017833	19020247	19031241	1	1	1628
ENST00000603208	19018042	19018915	19031241	2	1	1629
ENST00000609839	19023055	19023549	19031241	1	1	1630
ENST00000481698	19031563	19034563	19031241	2	8	1631
ENST00000537045	19036281	19122453	19034563	2	9	1639
ENST00000545799	19036281	19122453	19122453	2	11	1648
ENST00000389262	19036285	19122406	19122453	2	11	1659
ENST00000263196	19036285	19122453	19122453	2	10	1670
ENST00000467659	19037836	19057052	19122453	2	4	1680
ENST00000384012	19045255	19045366	19122453	1	1	1684
ENST00000609958	19046161	19048374	19122453	2	1	1685
ENST00000608548	19048378	19063276	19122453	2	3	1686
ENST00000412461	19055800	19056511	19122453	1	2	1689
ENST00000473832	19056993	19065903	19122453	2	4	1691
ENST00000629517	19061040	19061842	19122453	2	1	1695
ENST00000456035	19121528	19124502	19122453	1	2	1696
ENST00000609936	19124308	19128448	19124502	2	3	1698
ENST00000450724	19124878	19125645	19128448	1	1	1701
ENST00000252137	19130278	19144683	19128448	2	10	1702
ENST00000399635	19130807	19132622	19144683	1	1	1712
ENST00000434568	19133936	19144683	19144683	2	10	1713
ENST00000472073	19133967	19144632	19144683	2	10	1723
ENST00000469466	19142849	19144658	19144683	2	2	1733
ENST00000086933	19148575	19150282	19144683	2	3	1735
ENST00000565162	19171394	19172838	19150282	1	1	1738
ENST00000215882	19175574	19178829	19172838	2	9	1739
ENST00000451283	19175592	19178520	19178829	2	9	1748
ENST00000470922	19175609	19178738	19178829	2	8	1757
ENST00000461267	19176666	19178479	19178829	2	6	1765
ENST00000468824	19177989	19178634	19178829	2	2	1771
ENST00000621271	19179472	19291684	19178829	2	32	1773
ENST00000427926	19179472	19291713	19291684	2	33	1805
ENST00000412649	19179475	19184830	19291713	2	3	1838
ENST00000622493	19179475	19207675	19291713	2	10	1841
ENST00000617926	19179774	19207673	19291713	2	12	1851
ENST00000615606	19180732	19291660	19291713	2	30	1863
ENST00000617103	19180732	19291660	19291713	2	31	1893
ENST00000538828	19183475	19187727	19291713	2	3	1924
ENST00000611723	19196362	19209326	19291713	2	5	1927
ENST00000458188	19221572	19226319	19291713	2	5	1932
ENST00000540896	19229844	19232820	19291713	2	2	1937
ENST00000433141	19238442	19238738	19291713	2	1	1939
ENST00000516131	19249872	19249965	19291713	1	1	1940
ENST00000449918	19254033	19291715	19291713	2	4	1941
ENST00000446618	19257519	19258805	19291715	1	1	1945
ENST00000340170	19330697	19431695	19291715	2	21	1946
ENST00000263208	19330697	19431732	19431695	2	25	1967
ENST00000509549	19351367	19447690	19431732	2	24	1992
ENST00000463821	19365765	19366043	19447690	1	1	2016
ENST00000464189	19398060	19430262	19447690	2	6	2017
ENST00000452818	19398067	19447449	19447690	2	6	2023
ENST00000333130	19431901	19436074	19447690	1	4	2029
ENST00000443660	19432578	19436066	19447690	1	4	2033
ENST00000471259	19432938	19436009	19447690	1	3	2037
ENST00000399568	19440885	19447691	19447690	2	3	2040
ENST00000542103	19440907	19448231	19447691	2	3	2043
ENST00000399562	19441776	19448231	19448231	2	3	2046
ENST00000611555	19443149	19448231	19448231	2	3	2049
ENST00000333059	19443370	19447696	19448231	2	3	2052
ENST00000431090	19447892	19450104	19448231	1	2	2055
ENST00000263202	19449909	19479214	19450104	2	12	2057
ENST00000459854	19450620	19479171	19479214	2	11	2069
ENST00000399523	19450620	19479171	19479214	2	12	2080
ENST00000466373	19450624	19467715	19479214	2	8	2092
ENST00000607934	19454178	19454604	19479214	1	1	2100
ENST00000447868	19455679	19479201	19479214	2	7	2101
ENST00000608816	19456502	19456961	19479214	1	1	2108
ENST00000421968	19456879	19479184	19479214	2	7	2109
ENST00000484101	19465201	19479082	19479214	2	6	2116
ENST00000489406	19467402	19479186	19479214	2	5	2122
ENST00000494054	19467872	19478930	19479214	2	5	2127
ENST00000474226	19467894	19479143	19479214	2	3	2132
ENST00000407835	19479458	19520611	19479214	1	20	2135
ENST00000438587	19479481	19494352	19520611	1	6	2155
ENST00000455750	19479737	19482821	19520611	1	4	2161
ENST00000491520	19479737	19483872	19520611	1	4	2165
ENST00000263201	19479825	19520610	19520611	1	19	2169
ENST00000437685	19479825	19520610	19520611	1	20	2188
ENST00000483431	19479900	19495985	19520611	1	8	2208
ENST00000404724	19479937	19520577	19520611	1	18	2216
ENST00000487669	19480149	19497443	19520611	1	8	2234
ENST00000428937	19482750	19505369	19520611	1	8	2242
ENST00000471470	19505053	19514783	19520611	1	5	2250
ENST00000493724	19516433	19520593	19520611	1	4	2255
ENST00000406028	19523023	19527544	19520611	2	2	2259
ENST00000618236	19523026	19524399	19527544	2	1	2261
ENST00000403084	19523026	19525382	19527544	2	1	2262
ENST00000413119	19523051	19525422	19527544	2	2	2263
ENST00000629028	19565202	19566838	19527544	2	1	2265
ENST00000420012	19630749	19633573	19566838	2	3	2266
ENST00000452326	19667022	19667554	19633573	1	2	2269
ENST00000622227	19714463	19720589	19667554	1	8	2271
ENST00000455784	19714463	19723318	19720589	1	12	2279
ENST00000406395	19714503	19723273	19723318	1	12	2291
ENST00000406172	19714528	19723318	19723318	1	10	2303
ENST00000412544	19714674	19722330	19723318	1	10	2313
ENST00000455843	19717219	19724215	19723318	1	12	2323
ENST00000431124	19717269	19721719	19724215	1	8	2335
ENST00000490204	19718158	19719054	19724215	1	2	2343
ENST00000383045	19718431	19722628	19724215	1	11	2345
ENST00000438754	19718457	19723318	19724215	1	11	2356
ENST00000431044	19718468	19724771	19724215	1	12	2367
ENST00000395109	19719434	19720832	19724771	1	6	2379
ENST00000477238	19719529	19720212	19724771	1	2	2385
ENST00000413258	19720187	19720873	19724771	1	4	2387
ENST00000480423	19720341	19721868	19724771	1	4	2391
ENST00000470814	19720553	19724223	19724771	1	6	2395
ENST00000366425	19722944	19724770	19724771	1	2	2401
ENST00000332710	19756702	19767333	19724771	1	9	2403
ENST00000329705	19756702	19779545	19767333	1	9	2412
ENST00000621939	19756702	19783021	19779545	1	9	2421
ENST00000359500	19756702	19783592	19783021	1	10	2430
ENST00000475303	19761196	19763701	19783592	1	2	2440
ENST00000484336	19765078	19766326	19783592	1	3	2442
ENST00000329517	19783223	19854938	19783592	2	8	2445
ENST00000403325	19788414	19854842	19854938	2	7	2453
ENST00000405009	19788417	19854938	19854938	2	8	2460
ENST00000460402	19788463	19854805	19854938	2	6	2468
ENST00000424559	19792293	19793093	19854938	1	1	2474
ENST00000481086	19801998	19854815	19854938	2	4	2475
ENST00000453108	19812294	19854842	19854938	2	3	2479
ENST00000407472	19846137	19854895	19854938	2	3	2482
ENST00000328554	19846145	19854839	19854938	2	3	2485
ENST00000484072	19846145	19854862	19854938	2	3	2488
ENST00000405640	19846145	19854885	19854938	2	2	2491
ENST00000416337	19851988	19854815	19854938	2	3	2493
ENST00000400518	19875516	19932552	19854938	2	18	2496
ENST00000494454	19875517	19916365	19932552	2	13	2514
ENST00000542719	19875517	19938178	19932552	2	18	2527
ENST00000474308	19875518	19941806	19938178	2	17	2545
ENST00000462330	19875521	19881368	19941806	2	7	2562
ENST00000487165	19875521	19884503	19941806	2	7	2569
ENST00000634537	19875521	19898040	19941806	2	9	2576
ENST00000400519	19875521	19941802	19941806	2	17	2585
ENST00000400525	19875521	19941819	19941806	2	17	2602
ENST00000400521	19875521	19941991	19941819	2	18	2619
ENST00000495655	19875523	19881346	19941991	2	5	2637
ENST00000485358	19875640	19881163	19941991	2	7	2642
ENST00000462843	19875691	19881153	19941991	2	8	2649
ENST00000634471	19875760	19883566	19941991	2	6	2657
ENST00000420617	19887288	19887969	19941991	1	1	2663
ENST00000635155	19891437	19918176	19941991	2	8	2664
ENST00000491939	19893901	19933525	19941991	2	12	2672
ENST00000334363	19894257	19941803	19941991	2	12	2684
ENST00000475995	19895015	19915788	19941991	2	7	2696
ENST00000484672	19910934	19918220	19941991	2	5	2703
ENST00000471835	19911257	19915836	19941991	2	3	2708
ENST00000496729	19914899	19941807	19941991	2	7	2711
ENST00000361682	19941606	19969974	19941991	1	6	2718
ENST00000403184	19941732	19965644	19969974	1	5	2724
ENST00000403710	19941772	19968957	19969974	1	6	2729
ENST00000407537	19941787	19968997	19969974	1	7	2735
ENST00000467943	19941792	19962875	19969974	1	3	2742
ENST00000412786	19950941	19968588	19969974	1	6	2745
ENST00000207636	19950978	19969015	19969974	1	6	2751
ENST00000406520	19951502	19969015	19969974	1	6	2757
ENST00000449653	19962569	19968997	19969974	1	4	2763
ENST00000493893	19963344	19964299	19969974	1	3	2767
ENST00000428707	19963698	19967693	19969974	1	3	2770
ENST00000585066	19963752	19963833	19969974	1	1	2773
ENST00000263207	19969895	20016807	19969974	2	20	2774
ENST00000495096	19969897	19979415	20016807	2	12	2794
ENST00000401994	19971227	19987092	20016807	2	17	2806
ENST00000406522	19971227	19987092	20016807	2	16	2823
ENST00000406259	19971227	19990793	20016807	2	16	2839
ENST00000480792	19973161	19975761	20016807	2	4	2855
ENST00000473551	19979996	19990791	20016807	2	3	2859
ENST00000487793	19981151	19987189	20016807	2	3	2862
ENST00000492625	19981381	19987154	20016807	2	4	2865
ENST00000462319	19981544	19983752	20016807	2	3	2869
ENST00000467828	19981990	20016744	20016807	2	2	2872
ENST00000471707	20017013	20056203	20016807	1	5	2874
ENST00000401886	20017013	20065357	20056203	1	7	2879
ENST00000475446	20017030	20048179	20065357	1	4	2886
ENST00000432198	20017030	20052583	20065357	1	5	2890
ENST00000411907	20021068	20061655	20065357	1	6	2895
ENST00000434570	20021068	20065924	20065357	1	7	2901
ENST00000456048	20021068	20065924	20065924	1	9	2908
ENST00000432883	20021068	20065924	20065924	1	8	2917
ENST00000447208	20021068	20065924	20065924	1	7	2925
ENST00000420290	20021068	20065924	20065924	1	6	2932
ENST00000398042	20021071	20065925	20065924	1	7	2938
ENST00000399807	20021088	20065861	20065925	1	8	2945
ENST00000450664	20021101	20061575	20065925	1	7	2953
ENST00000450019	20021106	20065263	20065925	1	9	2960
ENST00000327374	20021107	20065925	20065925	1	9	2969
ENST00000479679	20021121	20053541	20065925	1	6	2978
